"S. No","Time","factory_id","COD - (mg/l) Raw","BOD - (mg/l) Raw","pH - (pH) Raw","TSS - (mg/l) Raw"
"10705","2026-02-08 10:24","FACTORY_A","120.62","47.47","7.23","86.05"
"10706","2026-02-08 10:25","FACTORY_A","115.10","47.03","7.17","79.03"
"10707","2026-02-08 10:26","FACTORY_A","120.61","45.37","7.15","78.33"
"10708","2026-02-08 10:27","FACTORY_A","126.13","44.33","7.20","83.98"
"10709","2026-02-08 10:28","FACTORY_A","116.14","45.35","7.12","78.82"
"10710","2026-02-08 10:29","FACTORY_A","120.09","44.63","7.22","85.99"
"10711","2026-02-08 10:30","FACTORY_A","119.32","43.81","7.23","80.56"
"10712","2026-02-08 10:31","FACTORY_A","120.29","45.80","7.12","83.97"
"10713","2026-02-08 10:32","FACTORY_A","120.58","43.46","7.21","85.20"
"10714","2026-02-08 10:33","FACTORY_A","123.42","44.49","7.19","73.51"
"10715","2026-02-08 10:34","FACTORY_A","120.25","44.51","7.27","80.73"
"10716","2026-02-08 10:35","FACTORY_A","123.83","42.95","7.27","85.74"
"10717","2026-02-08 10:36","FACTORY_A","119.65","45.99","7.24","75.97"
"10718","2026-02-08 10:37","FACTORY_A","118.95","44.66","7.26","77.26"
"10719","2026-02-08 10:38","FACTORY_A","117.99","46.95","7.18","86.01"
"10720","2026-02-08 10:39","FACTORY_A","114.55","44.63","7.21","87.64"
"10721","2026-02-08 10:40","FACTORY_A","120.83","44.39","7.19","62.39"
"10722","2026-02-08 10:41","FACTORY_A","126.16","43.64","7.15","85.99"
"10723","2026-02-08 10:42","FACTORY_A","121.37","45.06","7.20","68.38"
"10724","2026-02-08 10:43","FACTORY_A","122.06","45.07","7.20","79.68"
"10725","2026-02-08 10:44","FACTORY_A","118.76","46.11","7.19","73.07"
"10726","2026-02-08 10:45","FACTORY_A","119.27","45.10","7.20","77.26"
"10727","2026-02-08 10:46","FACTORY_A","122.95","48.14","7.20","80.52"
"10728","2026-02-08 10:47","FACTORY_A","126.03","45.68","7.24","82.65"
"10729","2026-02-08 10:48","FACTORY_A","124.46","43.52","7.17","87.15"
"10730","2026-02-08 10:49","FACTORY_A","122.42","43.39","7.14","73.27"
"10731","2026-02-08 10:50","FACTORY_A","120.11","45.80","7.23","85.78"
"10732","2026-02-08 10:51","FACTORY_A","120.63","43.47","7.24","78.61"
"10733","2026-02-08 10:52","FACTORY_A","117.74","45.89","7.22","78.72"
"10734","2026-02-08 10:53","FACTORY_A","115.66","46.34","7.14","88.50"
"10735","2026-02-08 10:54","FACTORY_A","116.62","46.38","7.19","84.21"
"10736","2026-02-08 10:55","FACTORY_A","120.15","43.70","7.21","71.59"
"10737","2026-02-08 10:56","FACTORY_A","119.12","46.38","7.15","79.61"
"10738","2026-02-08 10:57","FACTORY_A","115.59","45.48","7.16","76.26"
"10739","2026-02-08 10:58","FACTORY_A","119.89","44.09","7.19","77.83"
"10740","2026-02-08 10:59","FACTORY_A","119.04","44.76","7.26","79.34"
"10741","2026-02-08 11:00","FACTORY_A","116.48","45.71","7.21","82.32"
"10742","2026-02-08 11:01","FACTORY_A","118.89","43.99","7.17","73.72"
"10743","2026-02-08 11:02","FACTORY_A","119.04","45.45","7.19","78.89"
"10744","2026-02-08 11:03","FACTORY_A","118.15","47.17","7.17","78.03"
"10745","2026-02-08 11:04","FACTORY_A","122.78","46.45","7.18","81.92"
"10746","2026-02-08 11:05","FACTORY_A","114.29","45.12","7.24","79.74"
"10747","2026-02-08 11:06","FACTORY_A","114.04","45.35","7.10","84.69"
"10748","2026-02-08 11:07","FACTORY_A","120.01","44.19","7.27","81.29"
"10749","2026-02-08 11:08","FACTORY_A","120.29","44.24","7.31","83.02"
"10750","2026-02-08 11:09","FACTORY_A","121.21","42.69","7.21","81.16"
"10751","2026-02-08 11:10","FACTORY_A","118.38","45.38","7.16","74.25"
"10752","2026-02-08 11:11","FACTORY_A","117.25","46.02","7.26","78.13"
"10753","2026-02-08 11:12","FACTORY_A","119.98","44.89","7.21","76.66"
"10754","2026-02-08 11:13","FACTORY_A","118.68","43.68","7.17","83.79"
"10755","2026-02-08 11:14","FACTORY_A","124.65","45.10","7.15","84.26"
"10756","2026-02-08 11:15","FACTORY_A","119.03","47.01","7.18","79.59"
"10757","2026-02-08 11:16","FACTORY_A","119.84","46.35","7.21","80.73"
"10758","2026-02-08 11:17","FACTORY_A","127.43","44.96","7.24","72.10"
"10759","2026-02-08 11:18","FACTORY_A","119.42","48.07","7.21","78.05"
"10760","2026-02-08 11:19","FACTORY_A","121.67","49.05","7.22","67.49"
"10761","2026-02-08 11:20","FACTORY_A","121.94","44.28","7.18","84.05"
"10762","2026-02-08 11:21","FACTORY_A","122.19","44.63","7.24","91.14"
"10763","2026-02-08 11:22","FACTORY_A","120.87","46.04","7.19","77.33"
"10764","2026-02-08 11:23","FACTORY_A","120.58","43.63","7.29","81.14"
"10765","2026-02-08 11:24","FACTORY_A","120.30","46.27","7.17","82.09"
"10766","2026-02-08 11:25","FACTORY_A","118.27","45.15","7.22","74.32"
"10767","2026-02-08 11:26","FACTORY_A","120.98","45.56","7.31","79.34"
"10768","2026-02-08 11:27","FACTORY_A","126.09","44.14","7.25","82.34"
"10769","2026-02-08 11:28","FACTORY_A","123.63","43.82","7.24","80.84"
"10770","2026-02-08 11:29","FACTORY_A","120.91","42.02","7.21","80.30"
"10771","2026-02-08 11:30","FACTORY_A","122.57","47.23","7.20","78.52"
"10772","2026-02-08 11:31","FACTORY_A","117.39","46.41","7.19","75.92"
"10773","2026-02-08 11:32","FACTORY_A","119.22","46.01","7.17","83.38"
"10774","2026-02-08 11:33","FACTORY_A","122.84","45.52","7.12","88.80"
"10775","2026-02-08 11:34","FACTORY_A","124.46","41.54","7.23","69.97"
"10776","2026-02-08 11:35","FACTORY_A","117.69","43.87","7.12","69.23"
"10777","2026-02-08 11:36","FACTORY_A","118.55","44.62","7.23","73.93"
"10778","2026-02-08 11:37","FACTORY_A","126.54","43.38","7.18","77.79"
"10779","2026-02-08 11:38","FACTORY_A","120.29","42.46","7.15","78.69"
"10780","2026-02-08 11:39","FACTORY_A","125.47","43.53","7.27","80.64"
"10781","2026-02-08 11:40","FACTORY_A","120.62","45.07","7.13","80.36"
"10782","2026-02-08 11:41","FACTORY_A","120.74","45.07","7.17","79.31"
"10783","2026-02-08 11:42","FACTORY_A","119.08","46.36","7.17","86.36"
"10784","2026-02-08 11:43","FACTORY_A","122.83","48.09","7.21","75.37"
"10785","2026-02-08 11:44","FACTORY_A","124.07","46.03","7.17","84.54"
"10786","2026-02-08 11:45","FACTORY_A","116.89","44.74","7.27","89.93"
"10787","2026-02-08 11:46","FACTORY_A","118.94","47.70","7.13","72.65"
"10788","2026-02-08 11:47","FACTORY_A","122.75","42.63","7.40","70.25"
"10789","2026-02-08 11:48","FACTORY_A","119.61","41.88","7.15","80.93"
"10790","2026-02-08 11:49","FACTORY_A","118.52","43.67","7.35","83.23"
"10791","2026-02-08 11:50","FACTORY_A","123.03","46.22","7.25","80.18"
"10792","2026-02-08 11:51","FACTORY_A","123.31","45.25","7.19","69.37"
"10793","2026-02-08 11:52","FACTORY_A","118.65","43.31","7.21","71.57"
"10794","2026-02-08 11:53","FACTORY_A","120.64","43.91","7.18","77.46"
"10795","2026-02-08 11:54","FACTORY_A","116.37","43.14","7.22","82.08"
"10796","2026-02-08 11:55","FACTORY_A","117.31","43.14","7.16","78.23"
"10797","2026-02-08 11:56","FACTORY_A","120.37","47.33","7.24","81.07"
"10798","2026-02-08 11:57","FACTORY_A","120.09","44.78","7.21","80.93"
"10799","2026-02-08 11:58","FACTORY_A","117.10","47.65","7.15","84.66"
"10800","2026-02-08 11:59","FACTORY_A","117.85","43.66","7.22","74.20"
"10801","2026-02-08 12:00","FACTORY_A","116.80","45.74","7.22","80.44"
"10802","2026-02-08 12:01","FACTORY_A","121.37","45.34","7.16","87.19"
"10803","2026-02-08 12:02","FACTORY_A","114.10","46.32","7.18","76.05"
"10804","2026-02-08 12:03","FACTORY_A","116.97","45.38","7.23","76.87"
"10805","2026-02-08 12:04","FACTORY_A","114.41","46.48","7.25","80.43"
"10806","2026-02-08 12:05","FACTORY_A","121.26","45.83","7.19","74.71"
"10807","2026-02-08 12:06","FACTORY_A","114.59","43.36","7.25","74.18"
"10808","2026-02-08 12:07","FACTORY_A","120.10","46.10","7.26","78.26"
"10809","2026-02-08 12:08","FACTORY_A","124.92","44.85","7.27","78.78"
"10810","2026-02-08 12:09","FACTORY_A","125.02","43.83","7.22","83.76"
"10811","2026-02-08 12:10","FACTORY_A","114.58","46.04","7.15","75.52"
"10812","2026-02-08 12:11","FACTORY_A","120.90","46.38","7.24","80.15"
"10813","2026-02-08 12:12","FACTORY_A","117.03","44.27","7.19","86.17"
"10814","2026-02-08 12:13","FACTORY_A","116.42","44.47","7.23","85.87"
"10815","2026-02-08 12:14","FACTORY_A","119.66","42.92","7.17","79.45"
"10816","2026-02-08 12:15","FACTORY_A","123.68","42.29","7.17","80.94"
"10817","2026-02-08 12:16","FACTORY_A","121.80","44.64","7.16","75.47"
"10818","2026-02-08 12:17","FACTORY_A","117.85","46.19","7.13","81.44"
"10819","2026-02-08 12:18","FACTORY_A","122.12","44.14","7.17","87.65"
"10820","2026-02-08 12:19","FACTORY_A","113.27","47.14","7.15","86.50"
"10821","2026-02-08 12:20","FACTORY_A","117.74","44.69","7.23","79.89"
"10822","2026-02-08 12:21","FACTORY_A","117.53","44.70","7.15","81.73"
"10823","2026-02-08 12:22","FACTORY_A","120.23","44.57","7.17","76.32"
"10824","2026-02-08 12:23","FACTORY_A","119.39","46.47","7.20","75.35"
"10825","2026-02-08 12:24","FACTORY_A","119.58","43.56","7.29","78.18"
"10826","2026-02-08 12:25","FACTORY_A","119.48","44.81","7.17","81.35"
"10827","2026-02-08 12:26","FACTORY_A","120.07","44.18","7.13","83.61"
"10828","2026-02-08 12:27","FACTORY_A","121.62","44.16","7.13","79.60"
"10829","2026-02-08 12:28","FACTORY_A","120.45","45.05","7.16","82.20"
"10830","2026-02-08 12:29","FACTORY_A","119.15","44.83","7.17","67.24"
"10831","2026-02-08 12:30","FACTORY_A","121.21","46.58","7.32","80.85"
"10832","2026-02-08 12:31","FACTORY_A","122.48","44.98","7.25","76.90"
"10833","2026-02-08 12:32","FACTORY_A","118.33","45.83","7.18","73.75"
"10834","2026-02-08 12:33","FACTORY_A","119.82","45.26","7.29","82.27"
"10835","2026-02-08 12:34","FACTORY_A","123.49","47.11","7.17","87.24"
"10836","2026-02-08 12:35","FACTORY_A","116.69","44.55","7.18","79.93"
"10837","2026-02-08 12:36","FACTORY_A","125.41","44.55","7.18","84.40"
"10838","2026-02-08 12:37","FACTORY_A","115.98","46.12","7.25","77.91"
"10839","2026-02-08 12:38","FACTORY_A","118.96","44.53","7.20","90.26"
"10840","2026-02-08 12:39","FACTORY_A","117.15","45.75","7.28","72.12"
"10841","2026-02-08 12:40","FACTORY_A","126.56","48.51","7.22","79.50"
"10842","2026-02-08 12:41","FACTORY_A","118.49","43.53","7.25","83.76"
"10843","2026-02-08 12:42","FACTORY_A","118.50","47.30","7.11","79.85"
"10844","2026-02-08 12:43","FACTORY_A","118.89","44.26","7.12","86.88"
"10845","2026-02-08 12:44","FACTORY_A","120.29","47.01","7.12","69.63"
"10846","2026-02-08 12:45","FACTORY_A","119.01","46.03","7.18","79.44"
"10847","2026-02-08 12:46","FACTORY_A","119.60","45.90","7.12","78.75"
"10848","2026-02-08 12:47","FACTORY_A","109.41","44.77","7.26","79.45"
"10849","2026-02-08 12:48","FACTORY_A","120.17","44.62","7.19","72.09"
"10850","2026-02-08 12:49","FACTORY_A","120.05","43.92","7.23","78.54"
"10851","2026-02-08 12:50","FACTORY_A","123.12","45.01","7.18","78.31"
"10852","2026-02-08 12:51","FACTORY_A","123.93","44.72","7.24","81.22"
"10853","2026-02-08 12:52","FACTORY_A","119.44","45.29","7.10","85.49"
"10854","2026-02-08 12:53","FACTORY_A","122.45","42.88","7.20","80.56"
"10855","2026-02-08 12:54","FACTORY_A","116.70","45.03","7.23","82.09"
"10856","2026-02-08 12:55","FACTORY_A","122.30","46.89","7.23","86.29"
"10857","2026-02-08 12:56","FACTORY_A","118.28","46.42","7.18","85.95"
"10858","2026-02-08 12:57","FACTORY_A","116.45","45.03","7.11","68.08"
"10859","2026-02-08 12:58","FACTORY_A","119.44","48.84","7.25","83.99"
"10860","2026-02-08 12:59","FACTORY_A","124.20","44.13","7.18","83.96"
"10861","2026-02-08 13:00","FACTORY_A","120.54","44.87","7.18","78.69"
"10862","2026-02-08 13:01","FACTORY_A","124.49","42.82","7.31","77.71"
"10863","2026-02-08 13:02","FACTORY_A","117.75","44.39","7.20","74.35"
"10864","2026-02-08 13:03","FACTORY_A","123.14","47.68","7.17","70.29"
"10865","2026-02-08 13:04","FACTORY_A","118.04","44.45","7.17","84.25"
"10866","2026-02-08 13:05","FACTORY_A","120.68","42.71","7.23","83.83"
"10867","2026-02-08 13:06","FACTORY_A","120.65","46.31","7.16","79.50"
"10868","2026-02-08 13:07","FACTORY_A","121.98","45.58","7.23","83.55"
"10869","2026-02-08 13:08","FACTORY_A","120.75","46.25","7.26","85.12"
"10870","2026-02-08 13:09","FACTORY_A","117.78","44.55","7.20","71.02"
"10871","2026-02-08 13:10","FACTORY_A","122.64","43.49","7.25","81.25"
"10872","2026-02-08 13:11","FACTORY_A","125.19","44.72","7.20","78.79"
"10877","2026-02-08 13:16","FACTORY_A","118.25","45.83","7.17","82.16"
"10878","2026-02-08 13:17","FACTORY_A","114.49","44.89","7.12","80.93"
"10879","2026-02-08 13:18","FACTORY_A","121.50","45.58","7.21","83.85"
"10880","2026-02-08 13:19","FACTORY_A","119.01","44.19","7.21","72.09"
"10881","2026-02-08 13:20","FACTORY_A","119.61","45.64","7.25","86.57"
"10882","2026-02-08 13:21","FACTORY_A","121.67","45.00","7.24","77.38"
"10883","2026-02-08 13:22","FACTORY_A","118.63","43.94","7.30","79.33"
"10884","2026-02-08 13:23","FACTORY_A","119.19","45.21","7.17","71.20"
"10885","2026-02-08 13:24","FACTORY_A","119.70","44.42","7.22","79.48"
"10886","2026-02-08 13:25","FACTORY_A","124.41","45.93","7.17","79.91"
"10887","2026-02-08 13:26","FACTORY_A","120.09","46.31","7.25","79.60"
"10888","2026-02-08 13:27","FACTORY_A","116.29","45.75","7.15","76.32"
"10889","2026-02-08 13:28","FACTORY_A","116.41","42.55","7.25","73.90"
"10890","2026-02-08 13:29","FACTORY_A","120.42","43.55","7.16","83.21"
"10891","2026-02-08 13:30","FACTORY_A","116.61","44.05","7.24","71.31"
"10892","2026-02-08 13:31","FACTORY_A","115.31","43.81","7.26","84.02"
"10893","2026-02-08 13:32","FACTORY_A","121.91","44.19","7.12","88.47"
"10894","2026-02-08 13:33","FACTORY_A","122.05","46.39","7.13","91.08"
"10895","2026-02-08 13:34","FACTORY_A","118.90","46.05","7.21","74.58"
"10896","2026-02-08 13:35","FACTORY_A","120.88","44.36","7.21","82.95"
"10897","2026-02-08 13:36","FACTORY_A","120.56","45.89","7.19","77.19"
"10898","2026-02-08 13:37","FACTORY_A","121.81","45.49","7.18","86.12"
"10899","2026-02-08 13:38","FACTORY_A","121.81","44.95","7.16","81.97"
"10900","2026-02-08 13:39","FACTORY_A","112.18","46.72","7.22","78.54"
"10901","2026-02-08 13:40","FACTORY_A","119.28","44.01","7.15","75.45"
"10902","2026-02-08 13:41","FACTORY_A","121.55","45.08","7.22","78.15"
"10903","2026-02-08 13:42","FACTORY_A","118.77","43.42","7.17","76.63"
"10904","2026-02-08 13:43","FACTORY_A","120.11","43.50","7.18","79.88"
"10905","2026-02-08 13:44","FACTORY_A","122.25","42.96","7.26","80.14"
"10906","2026-02-08 13:45","FACTORY_A","120.24","43.52","7.25","77.23"
"10907","2026-02-08 13:46","FACTORY_A","124.52","45.12","7.15","76.78"
"10908","2026-02-08 13:47","FACTORY_A","123.38","44.55","7.16","83.14"
"10909","2026-02-08 13:48","FACTORY_A","119.64","44.60","7.24","83.50"
"10910","2026-02-08 13:49","FACTORY_A","119.41","44.55","7.13","75.94"
"10911","2026-02-08 13:50","FACTORY_A","111.45","47.66","7.27","79.73"
"10912","2026-02-08 13:51","FACTORY_A","119.02","43.29","7.21","75.68"
"10913","2026-02-08 13:52","FACTORY_A","115.94","43.13","7.17","93.04"
"10914","2026-02-08 13:53","FACTORY_A","120.66","43.73","7.20","75.30"
"10915","2026-02-08 13:54","FACTORY_A","120.46","44.89","7.27","81.27"
"10916","2026-02-08 13:55","FACTORY_A","122.09","45.77","7.09","82.23"
"10917","2026-02-08 13:56","FACTORY_A","124.19","45.93","7.25","76.67"
"10918","2026-02-08 13:57","FACTORY_A","119.92","46.42","7.26","75.70"
"10919","2026-02-08 13:58","FACTORY_A","126.84","44.84","7.18","78.60"
"10920","2026-02-08 13:59","FACTORY_A","120.70","44.41","7.20","75.67"
"10921","2026-02-08 14:00","FACTORY_A","116.07","47.45","7.21","80.94"
"10922","2026-02-08 14:01","FACTORY_A","118.31","40.82","7.24","75.75"
"10923","2026-02-08 14:02","FACTORY_A","118.88","45.09","7.16","80.73"
"10924","2026-02-08 14:03","FACTORY_A","121.78","45.65","7.20","69.68"
"10925","2026-02-08 14:04","FACTORY_A","117.16","47.81","7.20","75.97"
"10926","2026-02-08 14:05","FACTORY_A","119.11","42.51","7.23","77.90"
"10927","2026-02-08 14:06","FACTORY_A","119.52","44.37","7.33","85.00"
"10928","2026-02-08 14:07","FACTORY_A","118.66","42.96","7.16","70.76"
"10929","2026-02-08 14:08","FACTORY_A","122.43","42.30","7.20","85.08"
"10930","2026-02-08 14:09","FACTORY_A","121.92","44.69","7.16","83.30"
"10931","2026-02-08 14:10","FACTORY_A","123.50","46.25","7.18","71.07"
"10932","2026-02-08 14:11","FACTORY_A","119.01","46.81","7.15","82.69"
"10933","2026-02-08 14:12","FACTORY_A","123.61","44.20","7.12","75.35"
"10934","2026-02-08 14:13","FACTORY_A","115.91","46.00","7.26","82.86"
"10935","2026-02-08 14:14","FACTORY_A","115.83","44.70","7.22","83.15"
"10936","2026-02-08 14:15","FACTORY_A","116.36","45.83","7.20","83.97"
"10937","2026-02-08 14:16","FACTORY_A","120.03","46.73","7.16","77.14"
"10938","2026-02-08 14:17","FACTORY_A","123.61","44.71","7.20","83.41"
"10939","2026-02-08 14:18","FACTORY_A","118.19","46.62","7.14","87.70"
"10940","2026-02-08 14:19","FACTORY_A","118.57","43.18","7.20","78.54"
"10941","2026-02-08 14:20","FACTORY_A","119.35","45.98","7.22","79.18"
"10942","2026-02-08 14:21","FACTORY_A","121.72","46.55","7.17","83.55"
"10943","2026-02-08 14:22","FACTORY_A","118.57","46.40","7.16","65.77"
"10944","2026-02-08 14:23","FACTORY_A","118.40","43.22","7.18","75.09"
"10945","2026-02-08 14:24","FACTORY_A","115.96","44.69","7.24","85.04"
"10946","2026-02-08 14:25","FACTORY_A","118.28","45.45","7.21","80.77"
"10947","2026-02-08 14:26","FACTORY_A","123.53","45.66","7.12","78.92"
"10948","2026-02-08 14:27","FACTORY_A","120.27","45.17","7.24","75.29"
"11030","2026-02-08 15:49","FACTORY_A","117.78","47.14","7.23","80.13"
"11031","2026-02-08 15:50","FACTORY_A","123.71","43.06","7.21","77.35"
"11032","2026-02-08 15:51","FACTORY_A","118.24","44.64","7.28","71.27"
"11033","2026-02-08 15:52","FACTORY_A","124.26","42.47","7.20","86.51"
"11034","2026-02-08 15:53","FACTORY_A","124.21","45.93","7.22","76.53"
"11035","2026-02-08 15:54","FACTORY_A","120.17","45.83","7.22","78.64"
"11036","2026-02-08 15:55","FACTORY_A","115.50","50.02","7.24","71.08"
"11037","2026-02-08 15:56","FACTORY_A","126.87","46.54","7.19","77.32"
"11038","2026-02-08 15:57","FACTORY_A","121.16","45.50","7.17","85.03"
"11039","2026-02-08 15:58","FACTORY_A","119.03","45.38","7.25","84.65"
"11040","2026-02-08 15:59","FACTORY_A","122.87","44.53","7.25","80.13"
"11041","2026-02-08 16:00","FACTORY_A","122.11","45.20","7.26","76.88"
"11042","2026-02-08 16:01","FACTORY_A","123.93","45.41","7.22","80.13"
"11043","2026-02-08 16:02","FACTORY_A","118.01","42.05","7.12","82.53"
"11044","2026-02-08 16:03","FACTORY_A","120.96","45.30","7.21","72.52"
"11045","2026-02-08 16:04","FACTORY_A","116.44","45.15","7.20","81.25"
"11046","2026-02-08 16:05","FACTORY_A","122.00","47.63","7.26","83.83"
"11047","2026-02-08 16:06","FACTORY_A","119.93","44.80","7.25","79.70"
"11048","2026-02-08 16:07","FACTORY_A","120.84","43.85","7.23","79.90"
"11049","2026-02-08 16:08","FACTORY_A","119.56","45.40","7.10","76.37"
"11050","2026-02-08 16:09","FACTORY_A","119.25","45.11","7.16","81.49"
"11051","2026-02-08 16:10","FACTORY_A","117.40","44.80","7.18","88.04"
"11052","2026-02-08 16:11","FACTORY_A","122.37","43.08","7.18","87.03"
"11053","2026-02-08 16:12","FACTORY_A","124.47","44.77","7.21","77.12"
"11054","2026-02-08 16:13","FACTORY_A","118.33","44.13","7.27","78.13"
"11055","2026-02-08 16:14","FACTORY_A","121.66","44.68","7.24","86.83"
"11056","2026-02-08 16:15","FACTORY_A","121.30","46.10","7.15","82.97"
"11057","2026-02-08 16:16","FACTORY_A","120.02","43.99","7.16","82.87"
"11058","2026-02-08 16:17","FACTORY_A","115.42","44.67","7.15","70.96"
"11059","2026-02-08 16:18","FACTORY_A","116.10","45.81","7.19","84.57"
"11060","2026-02-08 16:19","FACTORY_A","117.66","44.60","7.24","78.60"
"11061","2026-02-08 16:20","FACTORY_A","113.58","48.91","7.25","81.17"
"11062","2026-02-08 16:21","FACTORY_A","124.22","45.37","7.18","76.47"
"11063","2026-02-08 16:22","FACTORY_A","121.10","43.14","7.20","88.25"
"11064","2026-02-08 16:23","FACTORY_A","119.91","43.74","7.28","75.13"
"11065","2026-02-08 16:24","FACTORY_A","113.43","43.59","7.13","89.76"
"11066","2026-02-08 16:25","FACTORY_A","114.53","43.76","7.23","80.14"
"11067","2026-02-08 16:26","FACTORY_A","119.99","45.81","7.23","79.16"
"11068","2026-02-08 16:27","FACTORY_A","125.91","43.34","7.19","75.58"
"11069","2026-02-08 16:28","FACTORY_A","117.90","44.50","7.20","77.39"
"11070","2026-02-08 16:29","FACTORY_A","122.59","46.71","7.22","78.98"
"11071","2026-02-08 16:30","FACTORY_A","118.56","44.22","7.19","80.67"
"11072","2026-02-08 16:31","FACTORY_A","120.17","46.01","7.17","82.70"
"11073","2026-02-08 16:32","FACTORY_A","123.64","42.48","7.16","78.96"
"11074","2026-02-08 16:33","FACTORY_A","118.96","44.44","7.29","82.69"
"11075","2026-02-08 16:34","FACTORY_A","117.93","43.67","7.18","85.91"
